id,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
456526,2270183,Kaye,Manhattan,Harlem,Private room,75,3,36,47
457829,2275829,Lorena,Manhattan,East Village,Entire home/apt,210,1,178,0
458154,2268393,Javier & Jorge,Brooklyn,Williamsburg,Private room,55,4,132,195
458377,346366,Sarah,Brooklyn,Williamsburg,Entire home/apt,229,3,12,319
459066,2282355,Ivana,Manhattan,Upper East Side,Entire home/apt,150,2,23,0
460036,2287727,Jan,Manhattan,Kips Bay,Entire home/apt,129,2,47,177
460999,128890,Sara,Manhattan,Harlem,Entire home/apt,100,8,8,0
461050,2286224,Sarah,Brooklyn,Williamsburg,Entire home/apt,200,3,17,67
462454,2298239,Sunserae,Manhattan,Lower East Side,Private room,89,5,4,0
463107,2301624,Miryam,Brooklyn,Crown Heights,Entire home/apt,250,90,19,311
464231,1530310,Jacques,Brooklyn,Bedford-Stuyvesant,Private room,65,7,2,0
465277,2065453,Ora & Scout,Brooklyn,Crown Heights,Entire home/apt,68,2,35,0
466277,815977,Ryan,Brooklyn,Williamsburg,Entire home/apt,235,3,108,144
466457,2316542,Nicole Lavonne,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,182,220
467569,282315,Rj,Manhattan,Lower East Side,Entire home/apt,311,3,31,28
467634,2321321,Lloyd,Queens,Jamaica,Shared room,39,1,454,353
467866,2321870,David,Manhattan,West Village,Private room,100,2,199,19
470090,2332430,Murch,Manhattan,Lower East Side,Entire home/apt,210,1,230,319
470370,2120259,Sue,Brooklyn,Crown Heights,Private room,55,4,101,170
470498,2334269,Filip,Manhattan,Battery Park City,Private room,65,2,8,0
470709,2335775,Diana,Brooklyn,Williamsburg,Entire home/apt,165,30,154,157
471712,1274269,Aram,Manhattan,Morningside Heights,Private room,89,28,69,80
471758,2339722,Francesca,Manhattan,Tribeca,Entire home/apt,500,10,3,0
471845,2220859,Verena  And Dylan,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,14,3,0
471914,2147438,Stephen,Brooklyn,Prospect-Lefferts Gardens,Private room,110,4,12,330
472052,2341078,George,Manhattan,Upper West Side,Entire home/apt,180,5,13,0
472376,1689040,Rich,Brooklyn,Prospect Heights,Entire home/apt,115,2,10,0
472546,1600988,Sweet Home,Brooklyn,Bushwick,Entire home/apt,82,15,5,311
473592,2347382,Massi & Ray,Queens,Long Island City,Private room,70,1,144,340
473777,2348973,Koren,Brooklyn,Williamsburg,Entire home/apt,155,5,10,0
475216,2355439,Kara,Brooklyn,Sunset Park,Entire home/apt,100,2,17,0
476527,2027013,Adam,Manhattan,East Village,Entire home/apt,89,30,57,0
476570,2027013,Adam,Manhattan,East Village,Entire home/apt,89,30,70,4
476571,2027013,Adam,Manhattan,East Village,Entire home/apt,99,30,62,8
476899,2363997,Teresa,Manhattan,East Village,Entire home/apt,155,6,17,0
476983,277379,Agnes,Manhattan,Harlem,Private room,85,1,439,238
478053,2368753,Kristine,Manhattan,Two Bridges,Private room,80,4,48,96
478385,2368133,Jimmy,Manhattan,Kips Bay,Entire home/apt,135,3,134,236
478832,2371814,Jennifer,Brooklyn,Carroll Gardens,Entire home/apt,150,6,2,0
478949,1130454,Samir,Manhattan,Chelsea,Entire home/apt,380,3,16,0
479002,1708956,Josh,Brooklyn,Fort Greene,Entire home/apt,450,2,31,30
479263,2373905,Jaime,Brooklyn,Williamsburg,Entire home/apt,145,30,36,342
479285,2374190,Jazmin,Queens,Sunnyside,Private room,80,3,1,330
479867,2377104,Hannah,Brooklyn,Williamsburg,Entire home/apt,225,2,338,225
480549,2361715,Ron,Manhattan,Upper West Side,Private room,99,3,117,0
481022,2382189,Candice,Manhattan,Lower East Side,Entire home/apt,125,1,261,212
482365,914838,Lior,Manhattan,Hell's Kitchen,Entire home/apt,80,30,32,365
482765,2389885,Megan,Brooklyn,Fort Greene,Private room,100,2,112,12
483414,1539749,Edward,Brooklyn,Bedford-Stuyvesant,Private room,55,2,22,297
483485,1492619,Wallace,Manhattan,Civic Center,Entire home/apt,328,2,319,112
483505,2393537,Jodi,Brooklyn,Williamsburg,Entire home/apt,142,7,69,261
484297,2397411,John,Brooklyn,Clinton Hill,Entire home/apt,350,4,10,0
484312,2306962,Hana,Brooklyn,Windsor Terrace,Entire home/apt,300,2,24,23
484728,2396741,Alex,Brooklyn,Fort Hamilton,Entire home/apt,105,30,3,30
485026,2400932,Jackie'S Place,Brooklyn,Gowanus,Private room,125,31,17,331
486350,2407024,Michael,Brooklyn,Williamsburg,Entire home/apt,225,7,13,0
488083,619154,Keith,Brooklyn,Sunset Park,Entire home/apt,92,2,58,0
489018,864370,Mick & Heidi,Manhattan,East Village,Entire home/apt,185,2,62,0
489365,2420670,Carter,Brooklyn,Williamsburg,Entire home/apt,226,3,203,38
489924,1027283,Kelly,Brooklyn,Sunset Park,Private room,50,2,33,20
489965,2423067,Clara,Manhattan,East Harlem,Private room,80,3,47,0
490278,2424873,A.B.,Manhattan,Midtown,Entire home/apt,99,14,30,317
490989,2427385,Andy,Brooklyn,Park Slope,Entire home/apt,68,3,2,0
491123,2427868,Ada,Brooklyn,Prospect Heights,Private room,102,2,121,361
491529,2429432,Julie,Brooklyn,Park Slope,Entire home/apt,220,3,27,68
491942,1995093,Carly,Manhattan,Upper West Side,Entire home/apt,199,3,24,0
491977,2431528,Christine,Manhattan,Chinatown,Entire home/apt,165,5,22,316
493177,2436633,Gelya,Manhattan,Chinatown,Entire home/apt,150,2,162,231
493611,1407251,Ute,Brooklyn,Gowanus,Entire home/apt,385,1,66,363
494937,1527535,Jean-Marie,Manhattan,SoHo,Entire home/apt,499,2,63,26
495249,2446219,Biren,Queens,East Elmhurst,Private room,85,1,219,305
495348,2389885,Megan,Brooklyn,Fort Greene,Entire home/apt,160,4,2,34
496166,2450665,D,Brooklyn,South Slope,Entire home/apt,249,3,12,26
497370,2455462,Elizabeth (And Jeff Too),Brooklyn,Gowanus,Private room,80,2,35,189
498052,2426779,Regina,Brooklyn,Williamsburg,Private room,120,1,124,292
498120,2459648,Ellen,Bronx,Allerton,Private room,35,7,2,90
498859,2462260,Dimitry,Brooklyn,Brighton Beach,Entire home/apt,169,4,63,323
500845,1336370,Bojan+Margaret,Manhattan,East Village,Entire home/apt,220,4,162,341
500886,2206506,James,Brooklyn,Bedford-Stuyvesant,Private room,85,3,103,344
501082,2471671,Joyce,Manhattan,Harlem,Private room,79,30,185,302
501098,2472680,Fanny,Brooklyn,Williamsburg,Private room,90,4,219,30
501693,1490833,Patrick,Manhattan,Upper West Side,Private room,99,1,280,246
502132,48599,Anastasia,Manhattan,Chelsea,Shared room,50,1,61,0
502309,2478675,Gina,Brooklyn,Prospect-Lefferts Gardens,Private room,46,1,184,362
502429,2100968,Elodie,Brooklyn,South Slope,Entire home/apt,325,3,116,203
503460,2483236,Caitlin,Staten Island,New Springville,Private room,68,2,11,88
503529,2483293,Eric,Manhattan,SoHo,Entire home/apt,198,3,9,0
503585,2483766,Rebecca (Marks),Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,5,4,0
503722,2484383,Theresa,Brooklyn,Williamsburg,Entire home/apt,175,2,15,64
503790,2484654,Michele,Manhattan,West Village,Entire home/apt,130,4,22,77
504322,471928,Mahalia,Manhattan,Greenwich Village,Entire home/apt,180,3,18,0
504362,2487309,Eric,Brooklyn,Prospect Heights,Entire home/apt,209,3,56,160
504394,2487319,Erin,Manhattan,Upper West Side,Entire home/apt,150,4,2,141
504437,2356449,Mariana,Manhattan,Lower East Side,Entire home/apt,104,3,57,6
505029,2490471,Ann,Manhattan,East Village,Entire home/apt,175,4,13,0
505231,2490915,Catherine,Manhattan,Upper East Side,Private room,80,1,1,0
505315,167417,Kelly,Brooklyn,Bushwick,Private room,68,2,37,23
506121,2267153,John,Manhattan,East Village,Private room,72,5,451,13
506527,864735,Jason,Queens,Astoria,Entire home/apt,107,30,24,262
506571,2349977,Anthony,Manhattan,East Village,Entire home/apt,150,7,19,24
506575,2001830,Jose And Ysaira,Bronx,Morris Heights,Private room,45,3,190,329
507393,1539749,Edward,Brooklyn,Bedford-Stuyvesant,Private room,49,2,46,301
509989,2472305,Rick,Brooklyn,Flatbush,Entire home/apt,349,1,169,344
510218,2513726,Margaret,Manhattan,Upper West Side,Entire home/apt,185,2,165,259
510454,2515124,Jacqueline,Manhattan,Kips Bay,Entire home/apt,145,3,2,0
511436,2519356,Darya,Brooklyn,Williamsburg,Entire home/apt,96,3,1,0
511733,1840766,Samantha,Brooklyn,Bushwick,Entire home/apt,120,5,3,0
511960,2521848,Gay,Manhattan,East Village,Entire home/apt,160,1,15,0
512209,2521513,Amy,Brooklyn,Brooklyn Heights,Entire home/apt,800,3,60,67
512210,2522854,Rich,Brooklyn,Crown Heights,Entire home/apt,349,2,320,260
512775,2396295,Richard,Queens,Long Island City,Entire home/apt,350,2,182,272
513343,2528671,Dennis,Brooklyn,Prospect Heights,Entire home/apt,125,30,1,341
513688,2530670,Tiffany,Brooklyn,Boerum Hill,Entire home/apt,350,2,134,56
514457,2096690,Richard,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,10,10,185
515392,2538544,Michael,Manhattan,Chelsea,Entire home/apt,200,1,60,260
516452,2542888,Catrinel,Brooklyn,Fort Greene,Entire home/apt,99,30,5,242
516461,2542895,Aaron,Manhattan,Chelsea,Entire home/apt,130,5,9,0
516643,2543761,Stephane,Brooklyn,Williamsburg,Entire home/apt,150,3,1,0
516791,696306,Bethany,Brooklyn,Kensington,Entire home/apt,90,10,33,269
517626,2438262,Walker,Brooklyn,Williamsburg,Private room,95,1,10,0
517654,78742,Joni,Queens,Ridgewood,Entire home/apt,70,30,3,0
518566,1497427,Andrea,Manhattan,Upper East Side,Private room,82,3,10,251
518576,2155917,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,250,30,62,292
518960,2155832,Federico,Manhattan,Harlem,Entire home/apt,90,4,266,150
519310,1366310,Janina,Queens,Woodside,Private room,75,2,251,317
521018,2562882,Brendan,Brooklyn,Clinton Hill,Entire home/apt,160,14,3,0
521038,2563132,Ghislaine,Manhattan,Harlem,Private room,115,7,8,178
521522,2440317,Amelia,Brooklyn,South Slope,Private room,150,4,5,0
521672,1720619,Glace,Brooklyn,Williamsburg,Private room,89,4,160,23
521806,2389494,Anya,Queens,Rego Park,Entire home/apt,69,5,5,4
522081,1413546,Asher,Manhattan,Chelsea,Private room,170,2,183,254
523123,2572253,Carl,Brooklyn,South Slope,Entire home/apt,375,5,19,43
524111,62508,Leigh,Manhattan,East Village,Entire home/apt,118,3,141,13
525120,184883,Noele,Manhattan,Chelsea,Entire home/apt,135,6,42,170
525293,2556498,Chris,Bronx,Concourse,Entire home/apt,250,3,119,339
525388,787204,Jenna,Brooklyn,Greenpoint,Entire home/apt,200,7,20,365
525412,1104814,Robert,Manhattan,Nolita,Entire home/apt,150,5,5,0
525523,2582890,Kim,Manhattan,East Harlem,Private room,50,2,16,60
526532,2492286,Reena,Manhattan,Harlem,Entire home/apt,100,2,24,0
526923,2589521,Lisbeth,Manhattan,Flatiron District,Entire home/apt,265,3,26,341
526942,2205455,Wendy,Manhattan,Upper East Side,Private room,90,30,3,128
528485,17985,Sing,Brooklyn,Sunset Park,Private room,36,10,5,44
530247,2604437,Lane,Manhattan,Upper West Side,Entire home/apt,250,4,2,0
530431,2605064,Larah,Manhattan,Harlem,Entire home/apt,220,3,194,338
530576,263510,Sandy,Manhattan,Upper West Side,Private room,93,14,88,176
530632,1816331,Justine,Brooklyn,Crown Heights,Entire home/apt,275,5,2,357
531091,1787284,Dragan,Queens,Astoria,Private room,109,30,304,0
531208,2495836,Sofia,Brooklyn,Williamsburg,Entire home/apt,450,2,11,0
531258,2609535,Alexandra,Manhattan,Greenwich Village,Entire home/apt,165,30,19,259
531455,1445298,Gita,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,7,23,20
532288,683230,Thomas,Manhattan,Greenwich Village,Private room,295,5,103,350
532749,2617850,Matthew,Brooklyn,Williamsburg,Entire home/apt,280,7,82,41
533168,2620162,Olivia,Manhattan,Nolita,Entire home/apt,300,30,92,106
533506,2027013,Adam,Manhattan,East Village,Entire home/apt,99,30,66,0
533625,367815,Liz,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,18,0
533927,2624738,Michael,Manhattan,Chelsea,Entire home/apt,225,4,153,205
534897,2426404,Judith & Reid,Manhattan,Chelsea,Entire home/apt,230,6,6,0
535095,598770,Maite & Javi,Brooklyn,Prospect Heights,Private room,90,7,43,38
535352,2630351,Dawn,Manhattan,Upper West Side,Entire home/apt,102,3,36,21
536578,2635819,Fabrizio,Brooklyn,Bushwick,Private room,59,10,19,0
538344,2644519,David,Manhattan,East Village,Entire home/apt,195,2,160,68
538590,2645592,De & Claudia,Queens,Astoria,Entire home/apt,150,3,74,365
539160,512878,Michelle,Manhattan,Washington Heights,Entire home/apt,170,1,47,17
539350,2640100,Stefanie,Manhattan,Hell's Kitchen,Entire home/apt,217,2,43,0
540057,2653648,Kareem,Manhattan,Harlem,Entire home/apt,185,1,102,91
540489,2656413,Anton,Manhattan,Little Italy,Private room,58,6,18,0
541725,1879389,Christina,Brooklyn,Williamsburg,Entire home/apt,189,4,33,1
542054,2027013,Adam,Manhattan,East Village,Entire home/apt,88,30,60,0
542203,1846051,Kj,Manhattan,Hell's Kitchen,Entire home/apt,195,3,22,59
543792,865264,Sharon And Tom,Queens,Ridgewood,Entire home/apt,110,5,107,276
544131,534328,F,Manhattan,Greenwich Village,Private room,79,4,87,30
544331,2676438,Srdjan,Manhattan,Upper East Side,Entire home/apt,110,10,16,0
545261,746552,Tom,Brooklyn,Clinton Hill,Private room,200,3,2,365
545651,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,Private room,69,4,19,43
546383,2680820,Linda,Queens,Flushing,Private room,55,1,474,332
546504,2687009,Jeff,Brooklyn,Brooklyn Heights,Entire home/apt,135,4,5,0
546573,1792568,Mickey,Manhattan,Financial District,Entire home/apt,500,2,63,79
548133,2694451,Shontae,Brooklyn,Clinton Hill,Entire home/apt,135,3,28,211
549873,2702563,James,Manhattan,East Village,Entire home/apt,90,2,5,0
550288,2684478,Brian,Manhattan,Upper East Side,Entire home/apt,160,4,16,0
550653,2706505,Huxley,Brooklyn,Windsor Terrace,Private room,65,20,6,311
550777,2707053,Kathleen,Manhattan,Upper West Side,Entire home/apt,210,3,25,347
550858,2277487,Henrik,Manhattan,Chelsea,Entire home/apt,399,3,15,0
552141,2712998,Greg,Manhattan,Lower East Side,Entire home/apt,300,1,45,111
552519,2715012,Maurice,Brooklyn,Crown Heights,Entire home/apt,185,1,215,348
552639,2518984,Historic Harlem,Manhattan,Harlem,Entire home/apt,220,3,33,174
553516,2261381,Jennie,Brooklyn,Prospect Heights,Entire home/apt,121,2,46,0
553565,567226,Yah,Manhattan,Inwood,Entire home/apt,120,10,25,129
553862,2647043,Steve,Brooklyn,Park Slope,Private room,152,2,23,365
554165,1267900,Maayan,Brooklyn,Gowanus,Entire home/apt,250,2,57,25
555206,1925503,Evan,Manhattan,East Village,Private room,99,6,80,0
557487,2740824,Lindsey,Brooklyn,Greenpoint,Entire home/apt,104,11,22,0
559511,2750389,Jessica,Brooklyn,Greenpoint,Entire home/apt,120,5,40,0
560078,2753256,Vana,Manhattan,East Village,Entire home/apt,295,3,85,261
560406,2755668,Annie,Brooklyn,Carroll Gardens,Entire home/apt,90,4,1,0
563442,2770788,Laura,Manhattan,West Village,Entire home/apt,197,14,29,0
563496,2770985,Aaron,Manhattan,Greenwich Village,Entire home/apt,145,5,1,0
564049,2773585,Mathilde,Manhattan,Upper West Side,Entire home/apt,90,30,23,0
564184,2378357,David,Manhattan,Chelsea,Private room,125,2,42,172
564447,2775674,Matt,Manhattan,Hell's Kitchen,Entire home/apt,190,1,195,69
564751,2777672,Kalae,Manhattan,Upper West Side,Shared room,76,2,158,324
565814,532819,Heather,Brooklyn,Bedford-Stuyvesant,Private room,50,2,1,0
566712,2786764,Marianna,Manhattan,East Village,Private room,107,1,115,85
566911,2788488,Sajjad,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,4,42,245
567195,2790324,Erin,Brooklyn,Bedford-Stuyvesant,Entire home/apt,150,5,3,0
568661,2590864,Jason,Brooklyn,Bushwick,Entire home/apt,110,90,32,330
568684,2798644,Alessandra,Brooklyn,Bushwick,Entire home/apt,115,370,6,365
568743,627217,Seith,Manhattan,East Village,Entire home/apt,151,2,214,256
570218,2805772,Christopher,Brooklyn,Fort Greene,Entire home/apt,130,2,11,0
570750,2806561,Noemie,Brooklyn,Crown Heights,Entire home/apt,180,2,221,264
571564,1141935,Ana,Brooklyn,Crown Heights,Private room,95,1,123,359
573612,2270624,Ny,Manhattan,Harlem,Private room,79,1,132,335
573671,2822805,Ollie,Brooklyn,Bedford-Stuyvesant,Private room,60,30,41,245
573795,38513,Nkosi,Brooklyn,East Flatbush,Entire home/apt,133,4,104,338
573870,1385157,Brian,Manhattan,Upper West Side,Entire home/apt,120,30,18,337
575061,2828813,Katherine,Brooklyn,Williamsburg,Private room,120,2,143,102
576227,2834840,Sheri,Manhattan,Harlem,Private room,700,28,4,22
576426,426725,Goran,Manhattan,Hell's Kitchen,Entire home/apt,165,3,25,0
576916,2837527,Alexandra,Manhattan,Upper West Side,Entire home/apt,165,4,4,0
577324,2839267,Dustin,Queens,Ditmars Steinway,Entire home/apt,54,45,198,80
577703,2841175,Ina,Manhattan,East Village,Entire home/apt,100,5,6,0
577824,2841374,Stephon & Luke,Brooklyn,Crown Heights,Private room,80,7,10,365
578267,1449904,Edel,Manhattan,Chinatown,Private room,96,19,30,165
578941,2847655,Gideon,Brooklyn,Park Slope,Entire home/apt,159,2,4,0
579716,2851409,Mark And Stoph,Brooklyn,South Slope,Private room,50,2,201,54
580323,2311767,Melanie,Manhattan,East Harlem,Private room,75,2,51,77
581180,2775107,Dana,Brooklyn,Clinton Hill,Entire home/apt,155,30,63,249
581421,2861848,Bekah,Brooklyn,Greenpoint,Private room,150,2,28,72
581542,2861854,Jeanmarie,Queens,Arverne,Entire home/apt,92,1,55,8
582272,2712129,Raziel,Brooklyn,Greenpoint,Private room,75,5,1,0
582372,733370,Tim,Queens,Astoria,Private room,69,40,23,207
583337,2874587,Ibie,Brooklyn,Carroll Gardens,Entire home/apt,115,4,61,15
583352,2423042,Nitin,Manhattan,East Village,Entire home/apt,120,60,5,0
584122,2878358,Gio/Joey,Manhattan,Hell's Kitchen,Private room,120,2,67,179
585369,911596,Anna,Manhattan,Greenwich Village,Entire home/apt,215,30,110,332
585491,2886652,Kanan & Tobias,Brooklyn,Crown Heights,Entire home/apt,195,2,160,255
585937,2888900,Alex,Brooklyn,Greenpoint,Entire home/apt,175,3,102,215
586847,311286,Helene,Brooklyn,Crown Heights,Private room,80,2,5,311
587519,2897835,Tim,Brooklyn,Williamsburg,Private room,48,5,1,0
587554,2897329,Josefina,Manhattan,West Village,Entire home/apt,200,7,34,217
587641,717562,John,Brooklyn,Williamsburg,Entire home/apt,275,30,6,363
587698,807642,Jeffrey,Brooklyn,Gravesend,Private room,72,1,61,335
587740,2899508,Tom & Jennifer,Manhattan,SoHo,Entire home/apt,199,60,11,281
588677,2407024,Michael,Brooklyn,Williamsburg,Entire home/apt,250,30,1,250
590903,1345769,Wowa,Manhattan,Harlem,Private room,75,5,46,343
591135,1523018,T,Manhattan,SoHo,Private room,125,1,132,365
591565,2919467,Lisa,Manhattan,Tribeca,Private room,229,1,62,36
591710,2920855,Theodore,Brooklyn,Brooklyn Heights,Entire home/apt,175,10,8,0
592785,2932668,Stephanie,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,3,16,0
592831,2926404,Chris,Brooklyn,Bedford-Stuyvesant,Private room,54,2,19,220
592853,2926593,Valerie,Queens,Ridgewood,Entire home/apt,75,2,17,0
593000,2927446,Marie-Jeanne,Manhattan,Upper East Side,Entire home/apt,110,7,12,0
593292,2929585,Hillary,Manhattan,Murray Hill,Entire home/apt,165,1,321,185
593320,2929756,Chris,Manhattan,Inwood,Private room,55,4,160,79
594020,2929756,Chris,Manhattan,Inwood,Private room,55,4,142,179
594036,2934010,Bill,Manhattan,West Village,Entire home/apt,300,1,5,0
594640,2937468,Markus,Manhattan,Chelsea,Entire home/apt,275,6,61,69
595321,898980,Kelly,Brooklyn,Williamsburg,Private room,77,3,5,0
595604,2943157,Ana,Manhattan,Washington Heights,Private room,60,30,36,365
596448,2648088,Angela,Brooklyn,Brooklyn Heights,Entire home/apt,129,1,109,261
597544,2954200,Nancy,Queens,Sunnyside,Private room,100,3,28,188
597624,2954680,Onur,Brooklyn,Park Slope,Entire home/apt,120,4,14,0
598612,2960326,Fabio,Brooklyn,Williamsburg,Entire home/apt,500,2,250,307
599595,2965915,Amy,Manhattan,Upper West Side,Entire home/apt,179,4,12,11
599847,2966937,Chris,Brooklyn,Clinton Hill,Entire home/apt,149,2,20,4
600286,1036617,George,Brooklyn,Williamsburg,Entire home/apt,180,14,27,312
600775,210746,Kathleen R.,Brooklyn,Prospect Heights,Private room,100,2,73,257
600877,2973437,Kevin + Casey,Brooklyn,Boerum Hill,Entire home/apt,180,3,2,0
602070,2640845,Zach,Brooklyn,Greenpoint,Entire home/apt,128,5,38,20
602142,2233907,Kyle,Brooklyn,Prospect Heights,Entire home/apt,260,14,5,0
602453,2316922,Nat,Brooklyn,Park Slope,Private room,65,3,31,22
602888,177724,Lauren,Manhattan,Upper East Side,Entire home/apt,200,2,17,0
606269,3002643,Heather,Manhattan,Hell's Kitchen,Entire home/apt,249,3,35,38
607735,3011547,Wendy,Brooklyn,Gowanus,Entire home/apt,300,30,63,365
607781,2874433,Eric,Manhattan,East Harlem,Entire home/apt,120,7,149,16
607891,893148,Silvia,Manhattan,Upper West Side,Private room,120,20,107,144
609213,3019795,Marta,Brooklyn,Prospect Heights,Entire home/apt,125,5,7,0
609559,3647,Rafael,Queens,Elmhurst,Entire home/apt,99,3,48,301
609983,3024659,Jonathan,Brooklyn,Bushwick,Entire home/apt,115,3,54,3
610118,1144721,Andrew And Kat,Brooklyn,Bushwick,Entire home/apt,275,31,17,364
610596,2992042,"Christopher, Samantha And Mason",Brooklyn,Gowanus,Entire home/apt,198,2,103,299
611009,3029414,Deborah,Manhattan,East Village,Entire home/apt,199,3,243,142
612936,3039868,Lori & John,Manhattan,Upper West Side,Private room,125,3,93,58
613528,2518984,Historic Harlem,Manhattan,Harlem,Entire home/apt,80,2,54,193
613556,1475015,Mike,Manhattan,Tribeca,Entire home/apt,130,30,2,116
613818,2712353,Masud,Brooklyn,Cypress Hills,Private room,35,28,88,326
614269,3047107,Bradley,Brooklyn,Williamsburg,Entire home/apt,90,30,15,0
616585,10889,Bob,Brooklyn,Williamsburg,Entire home/apt,250,3,25,188
618916,92451,Cath,Brooklyn,Prospect Heights,Entire home/apt,200,4,11,0
619122,2272846,Zack,Brooklyn,Williamsburg,Private room,64,30,17,230
619471,3069794,Hayley,Brooklyn,Bedford-Stuyvesant,Private room,65,3,5,341
621430,2957827,Mauricio,Manhattan,Hell's Kitchen,Private room,90,2,28,358
623747,3050955,Laura And Bernard,Manhattan,Kips Bay,Entire home/apt,50,30,8,91
624222,3097033,Aida,Manhattan,Harlem,Entire home/apt,136,2,15,6
625197,1974637,Gina,Brooklyn,Williamsburg,Entire home/apt,400,3,2,83
625365,3102648,Zhenia,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,125,4,40,29
627432,3114411,Carlita,Manhattan,East Village,Entire home/apt,165,7,57,32
628078,3119145,Dennis,Manhattan,Harlem,Entire home/apt,105,14,6,0
628227,3120156,Sag,Manhattan,Hell's Kitchen,Entire home/apt,148,4,57,0
629315,2397437,Lauren,Brooklyn,Fort Greene,Entire home/apt,120,3,22,189
629770,3129020,Ian,Manhattan,Gramercy,Entire home/apt,99,8,6,0
629774,834185,Zachary,Manhattan,East Village,Entire home/apt,175,1,17,0
629855,155163,Niral,Brooklyn,Williamsburg,Private room,85,2,14,0
629949,3130534,Ken,Manhattan,Upper East Side,Private room,80,1,160,319
630034,3129017,Lascell,Brooklyn,Bedford-Stuyvesant,Entire home/apt,119,2,85,338
633276,1568517,Karl & Catherine,Queens,Long Island City,Private room,89,1,165,50
633950,2354167,Paul,Manhattan,SoHo,Shared room,195,2,13,0
634353,836168,Henry,Manhattan,Upper West Side,Entire home/apt,1000,30,44,364
635114,3158530,Peter,Manhattan,Greenwich Village,Entire home/apt,225,4,51,172
635282,1215949,Misty,Brooklyn,Williamsburg,Entire home/apt,165,2,179,0
635662,3033622,Jose,Brooklyn,Windsor Terrace,Private room,60,2,206,86
636391,8425,Sharon,Manhattan,West Village,Entire home/apt,165,5,4,87
637228,1363434,Daniel,Brooklyn,Bushwick,Private room,80,14,2,67
637504,3179968,Tony,Queens,Sunnyside,Private room,52,3,1,0
637716,3181665,Cortney,Manhattan,Nolita,Entire home/apt,160,4,2,0
638894,1182294,Jonny,Brooklyn,Crown Heights,Entire home/apt,110,5,3,15
638898,1583594,Jeffrey,Manhattan,Upper West Side,Private room,60,2,19,0
639199,1483081,Marina,Staten Island,Tottenville,Entire home/apt,299,3,59,245
639781,3194190,Jack,Manhattan,East Village,Entire home/apt,200,6,1,128
640589,3198479,Gina,Manhattan,West Village,Entire home/apt,700,5,1,365
640691,3199395,Chris & Don,Brooklyn,Cobble Hill,Private room,120,3,254,271
640990,3201337,Diego,Manhattan,East Harlem,Private room,65,2,129,32
641768,3206521,Dee,Manhattan,Hell's Kitchen,Entire home/apt,263,30,11,33
642682,579412,Mateo And Anna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,20,32,149
643591,81335,Evan,Manhattan,Upper West Side,Entire home/apt,150,5,8,0
643948,400262,Grace,Manhattan,Inwood,Private room,60,2,261,156
644464,3225114,Ryan,Brooklyn,Williamsburg,Private room,350,2,3,365
644575,15523,Vadim,Staten Island,Tompkinsville,Private room,71,2,23,352
644833,195137,James,Manhattan,Harlem,Entire home/apt,433,5,108,318
644869,1223359,Steven,Manhattan,Harlem,Private room,79,3,9,329
645075,2494666,Brian,Manhattan,Hell's Kitchen,Private room,140,2,248,0
645693,3233986,Daniel,Queens,Astoria,Private room,61,4,107,335
645922,1740784,Gal,Manhattan,Midtown,Private room,100,3,41,0
645942,3235547,Mathilde,Manhattan,Nolita,Entire home/apt,250,4,43,347
646147,352230,Andrea,Manhattan,Harlem,Private room,145,3,39,44
646391,147388,Mary,Brooklyn,Bedford-Stuyvesant,Shared room,45,4,31,0
646458,415660,Carmen,Brooklyn,Williamsburg,Private room,73,6,6,310
647413,3245898,Ede,Brooklyn,Prospect Heights,Entire home/apt,150,3,18,68
647520,3245431,Jon,Manhattan,NoHo,Entire home/apt,234,20,29,302
647580,3247050,Moira,Manhattan,East Village,Entire home/apt,150,1,11,0
648047,672510,Jernee,Manhattan,Gramercy,Private room,65,4,161,182
648246,62583,Karina,Brooklyn,Williamsburg,Entire home/apt,195,1,39,270
649903,3262771,Christina,Brooklyn,Crown Heights,Entire home/apt,90,7,2,0
651375,3272526,Lisa,Manhattan,SoHo,Entire home/apt,595,5,59,169
651475,468752,Casper,Manhattan,Gramercy,Private room,109,1,323,276
651648,3274376,Edward,Brooklyn,Clinton Hill,Entire home/apt,200,3,56,365
652371,1475015,Mike,Manhattan,Midtown,Entire home/apt,90,30,3,358
652466,1475015,Mike,Manhattan,Kips Bay,Entire home/apt,100,30,2,342
652515,1475015,Mike,Manhattan,Hell's Kitchen,Entire home/apt,85,30,2,223
652648,1475015,Mike,Manhattan,Kips Bay,Entire home/apt,87,30,3,363
652691,1475015,Mike,Manhattan,Upper West Side,Entire home/apt,95,30,1,365
