id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,availability_365,
171776,Manhattan,Harlem,Private room,170,2,88,
172700,Manhattan,Lower East Side,Private room,115,3,337,
172870,Manhattan,Harlem,Private room,89,5,247,
173072,Manhattan,Harlem,Shared room,49,3,248,
173151,Brooklyn,Greenpoint,Private room,91,3,287,
173742,Manhattan,Gramercy,Entire home/apt,400,2,304,
174527,Brooklyn,Bushwick,Entire home/apt,150,2,0,
174966,Manhattan,Upper West Side,Entire home/apt,2000,30,0,
176135,Brooklyn,Crown Heights,Entire home/apt,97,3,193,
176653,Manhattan,East Village,Private room,100,4,43,
176962,Brooklyn,Williamsburg,Entire home/apt,179,4,25,
177421,Brooklyn,Greenpoint,Entire home/apt,500,2,127,
177495,Manhattan,Chelsea,Entire home/apt,429,10,0,
177606,Manhattan,Kips Bay,Entire home/apt,189,6,303,
179670,Manhattan,Lower East Side,Private room,120,2,345,
179741,Manhattan,Nolita,Entire home/apt,300,1,115,
180507,Queens,Astoria,Entire home/apt,107,30,200,
180792,Queens,Astoria,Entire home/apt,95,30,271,
181972,Manhattan,Harlem,Entire home/apt,199,2,12,
182069,Manhattan,East Harlem,Entire home/apt,120,2,268,
182095,Manhattan,West Village,Entire home/apt,199,15,89,
182177,Bronx,Allerton,Entire home/apt,125,2,347,
182649,Brooklyn,Williamsburg,Private room,70,2,37,
185266,Brooklyn,Williamsburg,Private room,75,4,0,
187488,Manhattan,West Village,Private room,100,30,359,
187566,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,2,287,
187986,Manhattan,Chelsea,Entire home/apt,250,1,0,
188146,Brooklyn,Williamsburg,Entire home/apt,350,6,233,
188661,Brooklyn,Prospect Heights,Entire home/apt,170,3,129,
188674,Manhattan,East Village,Entire home/apt,165,1,0,
189135,Manhattan,Hell's Kitchen,Private room,99,1,353,
189181,Manhattan,Chelsea,Private room,255,4,365,
189732,Brooklyn,East New York,Entire home/apt,169,3,297,
189787,Brooklyn,Crown Heights,Entire home/apt,99,4,56,
190267,Manhattan,Upper East Side,Entire home/apt,169,7,44,
190542,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,3,355,
190968,Brooklyn,Prospect Heights,Entire home/apt,215,3,156,
190974,Brooklyn,Park Slope,Entire home/apt,130,3,273,
191075,Manhattan,East Village,Private room,110,3,274,
193105,Manhattan,Hell's Kitchen,Private room,150,28,258,
193333,Brooklyn,Williamsburg,Private room,65,30,276,
193393,Queens,Sunnyside,Private room,75,2,65,
193853,Manhattan,Chelsea,Entire home/apt,149,6,0,
194154,Manhattan,Upper West Side,Private room,89,6,180,
195123,Manhattan,Washington Heights,Private room,50,1,343,
195233,Brooklyn,Prospect-Lefferts Gardens,Private room,43,1,43,
195240,Brooklyn,Prospect-Lefferts Gardens,Private room,42,1,96,
195578,Brooklyn,Williamsburg,Private room,85,1,59,
195971,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,3,255,
195989,Brooklyn,Park Slope,Private room,105,1,252,
196010,Brooklyn,Park Slope,Entire home/apt,265,5,0,
197155,Manhattan,Hell's Kitchen,Entire home/apt,149,1,20,
197753,Manhattan,Harlem,Private room,68,2,188,
197942,Brooklyn,Bedford-Stuyvesant,Entire home/apt,99,3,304,
199195,Manhattan,Harlem,Private room,75,3,38,
199312,Brooklyn,Williamsburg,Private room,100,2,254,
200955,Manhattan,East Village,Entire home/apt,160,30,46,
201992,Brooklyn,Park Slope,Entire home/apt,190,4,328,
202273,Brooklyn,Bedford-Stuyvesant,Private room,67,4,0,
203901,Manhattan,Upper East Side,Entire home/apt,190,1,0,
204065,Brooklyn,Clinton Hill,Entire home/apt,248,2,199,
204833,Brooklyn,Williamsburg,Private room,100,6,249,
204959,Manhattan,Chinatown,Private room,95,3,64,
205043,Manhattan,Theater District,Private room,150,1,111,
205485,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,287,
205735,Brooklyn,Bushwick,Private room,41,2,286,
205867,Brooklyn,Williamsburg,Entire home/apt,120,4,263,
206071,Bronx,Concourse Village,Private room,50,3,276,
206316,Brooklyn,Fort Greene,Entire home/apt,157,2,0,
206772,Brooklyn,Williamsburg,Entire home/apt,195,14,263,
206957,Brooklyn,Sheepshead Bay,Entire home/apt,70,4,90,
208148,Brooklyn,Williamsburg,Entire home/apt,185,3,0,
208889,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,11,
209310,Queens,Sunnyside,Private room,50,28,287,
211078,Brooklyn,Greenpoint,Entire home/apt,185,3,1,
211974,Manhattan,East Village,Entire home/apt,250,1,0,
212109,Manhattan,West Village,Private room,80,90,338,
212178,Manhattan,Theater District,Entire home/apt,230,2,44,
212544,Brooklyn,Gowanus,Entire home/apt,100,7,0,
213272,Brooklyn,Bushwick,Private room,40,1,5,
213330,Manhattan,Lower East Side,Private room,200,30,0,
214917,Staten Island,Emerson Hill,Private room,80,2,158,
215560,Brooklyn,Bedford-Stuyvesant,Private room,79,3,192,
215784,Queens,Long Island City,Entire home/apt,95,30,358,
215907,Manhattan,Upper West Side,Entire home/apt,300,2,31,
217580,Brooklyn,Fort Hamilton,Entire home/apt,100,30,241,
218358,Manhattan,Harlem,Private room,80,7,285,
219066,Brooklyn,Bensonhurst,Entire home/apt,110,1,183,
219482,Brooklyn,Clinton Hill,Entire home/apt,172,4,189,
219793,Manhattan,Lower East Side,Entire home/apt,199,1,162,
219818,Manhattan,Lower East Side,Entire home/apt,199,1,158,
219922,Manhattan,Harlem,Private room,100,1,84,
220351,Manhattan,Harlem,Private room,55,4,260,
220563,Brooklyn,Bedford-Stuyvesant,Private room,75,3,0,
220946,Manhattan,East Village,Entire home/apt,146,3,166,
221097,Brooklyn,Greenpoint,Entire home/apt,116,29,335,
221618,Manhattan,Tribeca,Private room,150,3,90,
222054,Brooklyn,Park Slope,Private room,120,2,342,
222304,Manhattan,Chelsea,Entire home/apt,199,4,28,
223930,Brooklyn,Prospect Heights,Entire home/apt,150,5,363,
224004,Manhattan,Harlem,Private room,69,1,86,
224006,Manhattan,Harlem,Private room,300,55,83,
224510,Brooklyn,Boerum Hill,Entire home/apt,230,4,0,
225297,Manhattan,Midtown,Entire home/apt,125,4,0,
225306,Brooklyn,Bedford-Stuyvesant,Private room,79,3,264,
225887,Brooklyn,Fort Greene,Private room,130,3,305,
225926,Brooklyn,Clinton Hill,Private room,239,1,356,
225976,Staten Island,Shore Acres,Entire home/apt,75,6,278,
226021,Brooklyn,Williamsburg,Entire home/apt,220,3,135,
227715,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,3,308,
227735,Manhattan,East Village,Entire home/apt,288,2,229,
228317,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,4,273,
228496,Manhattan,West Village,Entire home/apt,225,3,83,
228517,Manhattan,Chinatown,Private room,110,30,281,
228925,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,7,321,
228979,Manhattan,Hell's Kitchen,Private room,130,2,303,
229367,Manhattan,East Village,Private room,89,1,192,
229874,Brooklyn,Sunset Park,Entire home/apt,200,5,0,
230321,Brooklyn,Bedford-Stuyvesant,Entire home/apt,80,2,36,
230854,Bronx,Concourse,Private room,50,5,271,
230877,Manhattan,East Harlem,Entire home/apt,135,28,341,
230956,Manhattan,East Village,Private room,90,1,333,
231414,Manhattan,SoHo,Private room,270,5,210,
232612,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,3,231,
232618,Manhattan,East Harlem,Entire home/apt,145,1,308,
233189,Manhattan,Hell's Kitchen,Entire home/apt,179,30,292,
233638,Queens,Ridgewood,Private room,55,1,311,
233662,Manhattan,Midtown,Private room,110,2,264,
234184,Manhattan,Harlem,Entire home/apt,325,5,153,
234870,Queens,Long Island City,Private room,75,30,219,
235552,Brooklyn,South Slope,Entire home/apt,300,1,0,
235651,Manhattan,West Village,Private room,130,30,332,
235951,Manhattan,Midtown,Entire home/apt,190,30,120,
235960,Manhattan,Lower East Side,Entire home/apt,200,3,191,
236671,Brooklyn,Williamsburg,Entire home/apt,180,2,248,
236788,Brooklyn,DUMBO,Entire home/apt,350,5,67,
237127,Manhattan,Kips Bay,Entire home/apt,195,30,325,
239055,Manhattan,Chinatown,Entire home/apt,300,7,0,
239733,Queens,Ditmars Steinway,Entire home/apt,75,28,313,
239766,Manhattan,Lower East Side,Entire home/apt,100,5,0,
239883,Brooklyn,Fort Greene,Private room,85,5,69,
239899,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,80,21,0,
240800,Brooklyn,Prospect Heights,Private room,55,1,293,
241140,Brooklyn,Clinton Hill,Private room,438,1,363,
241159,Brooklyn,Bedford-Stuyvesant,Entire home/apt,110,6,4,
241862,Manhattan,West Village,Entire home/apt,200,2,257,
242532,Brooklyn,Clinton Hill,Private room,279,1,362,
242643,Brooklyn,Williamsburg,Entire home/apt,137,1,0,
243229,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,365,
243708,Brooklyn,Williamsburg,Entire home/apt,199,30,102,
245504,Manhattan,Inwood,Private room,71,4,26,
245544,Bronx,Kingsbridge,Private room,42,2,302,
245574,Brooklyn,Bedford-Stuyvesant,Entire home/apt,180,2,280,
245607,Manhattan,Chelsea,Entire home/apt,226,5,302,
246134,Brooklyn,Crown Heights,Private room,85,3,281,
246351,Manhattan,Gramercy,Entire home/apt,135,1,0,
246916,Queens,Elmhurst,Entire home/apt,79,4,297,
246938,Manhattan,Lower East Side,Entire home/apt,154,1,246,
248865,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
248871,Manhattan,West Village,Entire home/apt,700,3,296,
249414,Manhattan,West Village,Entire home/apt,246,4,0,
249618,Manhattan,Washington Heights,Private room,125,60,364,
249867,Brooklyn,Bedford-Stuyvesant,Private room,100,1,281,
250259,Brooklyn,Williamsburg,Entire home/apt,295,5,0,
250323,Manhattan,Chinatown,Entire home/apt,119,1,0,
250536,Manhattan,Harlem,Private room,125,1,365,
250801,Manhattan,Greenwich Village,Entire home/apt,850,3,249,
251262,Brooklyn,Williamsburg,Private room,129,2,303,
251277,Manhattan,Upper West Side,Private room,140,1,300,
252076,Manhattan,Chinatown,Private room,115,4,323,
252607,Manhattan,East Harlem,Entire home/apt,200,3,0,
253332,Brooklyn,Sunset Park,Entire home/apt,96,120,204,
253466,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
253471,Brooklyn,Greenpoint,Entire home/apt,199,3,84,
253475,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
253548,Brooklyn,Brighton Beach,Private room,69,1,303,
253590,Manhattan,Upper West Side,Entire home/apt,185,2,261,
253623,Manhattan,Harlem,Private room,81,2,0,
253800,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
253803,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
253806,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
253811,Brooklyn,Greenpoint,Entire home/apt,199,3,56,
253815,Brooklyn,Greenpoint,Entire home/apt,199,3,84,
253828,Brooklyn,Greenpoint,Private room,349,3,58,
253839,Brooklyn,Greenpoint,Private room,249,3,60,
253842,Brooklyn,Greenpoint,Private room,299,3,60,
253846,Brooklyn,Greenpoint,Private room,179,3,81,
254131,Queens,Jackson Heights,Private room,54,5,365,
254168,Brooklyn,Greenpoint,Private room,599,3,60,
254409,Brooklyn,Clinton Hill,Entire home/apt,110,1,0,
255024,Brooklyn,Bushwick,Entire home/apt,220,2,297,
255476,Brooklyn,Williamsburg,Private room,89,30,91,
255601,Brooklyn,Bedford-Stuyvesant,Entire home/apt,170,2,315,
255957,Manhattan,Nolita,Entire home/apt,495,7,338,
256078,Queens,Sunnyside,Entire home/apt,80,10,40,
256328,Manhattan,Chelsea,Entire home/apt,760,2,361,
256369,Brooklyn,Cobble Hill,Private room,98,4,288,
257097,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,30,218,
257568,Brooklyn,Cypress Hills,Private room,48,90,1,
257787,Brooklyn,Williamsburg,Private room,64,3,117,
258284,Brooklyn,Clinton Hill,Entire home/apt,154,3,0,
258397,Brooklyn,Park Slope,Entire home/apt,139,3,204,
258686,Queens,St. Albans,Private room,75,4,0,
258688,Manhattan,West Village,Entire home/apt,325,4,20,
258690,Manhattan,Chelsea,Entire home/apt,195,365,0,
258740,Manhattan,Harlem,Private room,58,1,0,
258838,Staten Island,Arrochar,Entire home/apt,250,2,333,
259946,Staten Island,Arrochar,Entire home/apt,125,2,353,
260451,Brooklyn,Fort Greene,Entire home/apt,70,7,0,
260765,Manhattan,Upper East Side,Entire home/apt,189,2,206,
261194,Brooklyn,Bedford-Stuyvesant,Entire home/apt,130,3,1,
261259,Manhattan,West Village,Entire home/apt,145,7,0,
261344,Manhattan,Financial District,Private room,101,7,307,
261674,Manhattan,Chelsea,Private room,95,5,0,
261781,Manhattan,West Village,Entire home/apt,375,7,0,
262343,Manhattan,Lower East Side,Entire home/apt,153,31,27,
262405,Brooklyn,East Flatbush,Entire home/apt,92,4,27,
262478,Manhattan,Lower East Side,Private room,80,5,348,
262583,Manhattan,West Village,Entire home/apt,300,4,246,
263005,Brooklyn,Fort Greene,Entire home/apt,145,3,15,
263190,Manhattan,East Village,Private room,88,2,0,
263232,Manhattan,Harlem,Entire home/apt,155,1,5,
263502,Brooklyn,Williamsburg,Entire home/apt,185,180,0,
263776,Queens,Sunnyside,Private room,73,2,0,
263888,Manhattan,Upper West Side,Entire home/apt,225,2,107,
264323,Manhattan,Morningside Heights,Private room,85,7,144,
265036,Brooklyn,Crown Heights,Private room,99,2,98,
265064,Brooklyn,Cypress Hills,Private room,48,90,0,
265145,Manhattan,Theater District,Entire home/apt,200,5,0,
265506,Manhattan,Upper East Side,Entire home/apt,485,7,0,
265831,Manhattan,Nolita,Entire home/apt,310,5,89,
266146,Manhattan,Upper West Side,Entire home/apt,109,30,286,
266155,Manhattan,Upper West Side,Entire home/apt,167,30,252,
266351,Brooklyn,Fort Greene,Entire home/apt,147,15,189,
266449,Manhattan,Lower East Side,Entire home/apt,195,4,271,
266756,Manhattan,Little Italy,Entire home/apt,199,28,0,
267376,Manhattan,Financial District,Private room,65,30,0,
267435,Queens,Rego Park,Private room,55,1,0,
267535,Bronx,Wakefield,Private room,50,2,337,
267652,Brooklyn,Kensington,Private room,60,2,347,
267708,Manhattan,East Harlem,Private room,99,3,127,
268392,Manhattan,Harlem,Entire home/apt,130,2,41,
268481,Brooklyn,Williamsburg,Entire home/apt,290,30,0,
268868,Manhattan,Chelsea,Entire home/apt,350,3,18,
269283,Brooklyn,Crown Heights,Private room,50,3,158,
269889,Queens,Long Island City,Private room,96,2,270,
270139,Brooklyn,Bushwick,Private room,45,15,88,
270231,Queens,Woodside,Private room,85,2,306,
270315,Brooklyn,Bedford-Stuyvesant,Private room,34,10,216,
270345,Manhattan,East Village,Entire home/apt,250,3,16,
270680,Brooklyn,Williamsburg,Private room,190,1,365,
270681,Brooklyn,Williamsburg,Private room,75,2,365,
271083,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,93,4,312,
271128,Brooklyn,Bedford-Stuyvesant,Private room,60,5,33,
271130,Brooklyn,Bedford-Stuyvesant,Private room,65,5,0,
271694,Manhattan,Midtown,Entire home/apt,125,365,365,
271950,Manhattan,Upper East Side,Entire home/apt,300,3,27,
271954,Manhattan,Greenwich Village,Entire home/apt,150,2,300,
272026,Manhattan,Washington Heights,Entire home/apt,56,122,216,
272044,Manhattan,East Village,Entire home/apt,299,3,365,
272427,Brooklyn,Greenpoint,Private room,60,4,303,
272706,Brooklyn,Fort Greene,Entire home/apt,88,5,0,
272738,Brooklyn,Williamsburg,Private room,60,2,161,
273190,Manhattan,West Village,Entire home/apt,1300,5,297,
274062,Manhattan,Harlem,Private room,99,2,50,
274329,Brooklyn,Bushwick,Entire home/apt,110,3,28,
274376,Brooklyn,Clinton Hill,Entire home/apt,135,5,317,
274743,Manhattan,Upper East Side,Entire home/apt,110,15,275,
275976,Brooklyn,Bedford-Stuyvesant,Entire home/apt,165,3,80,
276216,Brooklyn,Sunset Park,Entire home/apt,127,180,365,
276317,Brooklyn,Prospect Heights,Entire home/apt,402,3,340,
276482,Manhattan,Harlem,Private room,85,6,97,
277207,Brooklyn,Greenpoint,Private room,75,7,365,
277370,Manhattan,East Village,Entire home/apt,139,30,314,
277883,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,70,6,0,
278090,Manhattan,East Harlem,Private room,50,3,339,
278145,Queens,Astoria,Private room,30,5,0,
278631,Manhattan,West Village,Entire home/apt,250,30,35,
278876,Brooklyn,Crown Heights,Private room,64,1,0,
279093,Manhattan,Harlem,Entire home/apt,300,3,365,
279857,Brooklyn,Bedford-Stuyvesant,Entire home/apt,800,4,257,
279969,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,5,
280315,Brooklyn,Crown Heights,Entire home/apt,250,5,0,
281521,Manhattan,West Village,Entire home/apt,200,27,0,
281756,Brooklyn,Greenpoint,Entire home/apt,140,5,0,
281851,Manhattan,Harlem,Private room,130,1,304,
282341,Brooklyn,Kensington,Entire home/apt,90,30,286,
282443,Manhattan,Chinatown,Entire home/apt,90,3,0,
282514,Brooklyn,Bedford-Stuyvesant,Private room,97,3,118,
282863,Brooklyn,Gowanus,Entire home/apt,91,6,265,
282977,Brooklyn,Park Slope,Private room,125,3,303,
283090,Manhattan,East Village,Entire home/apt,180,7,125,
283272,Brooklyn,Williamsburg,Entire home/apt,100,19,6,
283550,Manhattan,Hell's Kitchen,Entire home/apt,175,3,0,
284208,Brooklyn,South Slope,Private room,65,4,80,
284855,Manhattan,West Village,Entire home/apt,240,5,134,
285442,Manhattan,East Village,Private room,300,6,0,
285492,Manhattan,Chelsea,Entire home/apt,385,1,364,
285716,Brooklyn,Bushwick,Private room,47,15,0,
286662,Brooklyn,Crown Heights,Entire home/apt,110,3,297,
286838,Manhattan,Harlem,Private room,75,2,0,
287397,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,43,
287408,Manhattan,Hell's Kitchen,Entire home/apt,165,2,10,
287417,Brooklyn,Bedford-Stuyvesant,Entire home/apt,300,2,0,
287421,Brooklyn,Cobble Hill,Entire home/apt,140,3,189,
287481,Brooklyn,Williamsburg,Entire home/apt,120,6,17,
287839,Brooklyn,Fort Greene,Entire home/apt,175,3,289,
287845,Brooklyn,Carroll Gardens,Entire home/apt,275,31,305,
289020,Manhattan,East Village,Entire home/apt,179,8,0,
289037,Brooklyn,Carroll Gardens,Entire home/apt,189,2,0,
289288,Manhattan,East Village,Entire home/apt,219,2,220,
289665,Manhattan,West Village,Entire home/apt,450,20,0,
289703,Manhattan,SoHo,Entire home/apt,249,5,0,
289958,Queens,Long Island City,Private room,65,2,362,
289995,Brooklyn,Greenpoint,Entire home/apt,250,4,121,
290457,Manhattan,Chinatown,Entire home/apt,139,30,153,
291524,Manhattan,Upper West Side,Entire home/apt,209,7,205,
291714,Brooklyn,Crown Heights,Entire home/apt,120,5,310,
291812,Queens,Astoria,Entire home/apt,70,5,0,
292047,Manhattan,West Village,Private room,90,3,236,
292121,Manhattan,Hell's Kitchen,Entire home/apt,199,3,200,
292266,Brooklyn,Bushwick,Private room,50,60,74,
293837,Brooklyn,Williamsburg,Entire home/apt,157,4,12,
294227,Brooklyn,Greenpoint,Entire home/apt,199,3,84,
294239,Queens,Astoria,Entire home/apt,192,3,0,
294242,Brooklyn,Greenpoint,Entire home/apt,199,3,84,
294250,Manhattan,Upper West Side,Entire home/apt,150,1,0,
294259,Brooklyn,Greenpoint,Entire home/apt,199,3,56,
294263,Brooklyn,Greenpoint,Entire home/apt,199,3,62,
294280,Brooklyn,Greenpoint,Entire home/apt,199,3,81,
294297,Brooklyn,Williamsburg,Entire home/apt,105,3,0,
294353,Brooklyn,Williamsburg,Private room,135,28,310,
294490,Brooklyn,Greenpoint,Entire home/apt,199,3,60,
294717,Brooklyn,Williamsburg,Private room,125,3,0,
295231,Brooklyn,Williamsburg,Private room,60,7,0,
295379,Brooklyn,Williamsburg,Entire home/apt,85,1,0,
295998,Manhattan,Upper West Side,Entire home/apt,300,3,29,
296345,Brooklyn,Williamsburg,Private room,75,2,264,
296361,Queens,Elmhurst,Private room,55,1,341,
296658,Brooklyn,Crown Heights,Private room,44,5,0,
296717,Brooklyn,Bedford-Stuyvesant,Private room,55,5,0,
296844,Brooklyn,Williamsburg,Private room,30,3,0,
297611,Brooklyn,Fort Greene,Private room,35,3,0,
297962,Brooklyn,Williamsburg,Private room,70,1,363,
298073,Brooklyn,Williamsburg,Entire home/apt,130,14,25,
298759,Brooklyn,Bedford-Stuyvesant,Private room,52,2,0,
299078,Manhattan,SoHo,Entire home/apt,250,5,109,
299531,Brooklyn,East New York,Entire home/apt,100,1,289,
299699,Brooklyn,Greenpoint,Entire home/apt,130,4,188,
301034,Manhattan,Harlem,Private room,140,2,260,
302057,Brooklyn,Flatbush,Private room,75,2,168,
302758,Manhattan,East Harlem,Entire home/apt,150,7,0,
303345,Manhattan,East Harlem,Entire home/apt,90,3,311,
304799,Manhattan,Upper West Side,Entire home/apt,150,2,2,
305211,Brooklyn,Williamsburg,Entire home/apt,180,3,242,
306702,Brooklyn,Fort Greene,Private room,135,3,0,
306799,Oona,Brooklyn,-73.91986999999999,Private room,65,1,46
309342,Manhattan,Upper West Side,Private room,99,3,365,
310220,Brooklyn,Greenpoint,Private room,149,14,364,
310272,Staten Island,Clifton,Private room,59,1,352,
310325,Manhattan,Harlem,Private room,75,3,301,
310338,Manhattan,Harlem,Private room,75,3,322,
310524,Brooklyn,Bedford-Stuyvesant,Private room,75,3,298,
310796,Manhattan,Upper West Side,Entire home/apt,109,30,285,
311003,Brooklyn,Crown Heights,Entire home/apt,225,4,342,
311343,Manhattan,East Harlem,Private room,86,3,250,
311356,Queens,Ridgewood,Private room,52,2,326,
312429,Brooklyn,Prospect Heights,Private room,100,2,90,
313890,Manhattan,Lower East Side,Entire home/apt,99,30,289,
314982,Manhattan,East Village,Private room,89,3,193,
316238,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,2,293,
317838,Manhattan,West Village,Entire home/apt,199,14,155,
317905,Brooklyn,Kensington,Entire home/apt,89,3,189,
318021,Manhattan,Harlem,Private room,110,3,248,
318187,Brooklyn,Bushwick,Entire home/apt,120,2,238,
319724,Brooklyn,Williamsburg,Private room,59,3,284,
319798,Brooklyn,Bay Ridge,Private room,49,4,343,
319844,Brooklyn,Greenpoint,Private room,79,14,268,
320865,Manhattan,Harlem,Entire home/apt,135,30,249,
320876,Brooklyn,South Slope,Entire home/apt,185,2,291,
320877,Brooklyn,Williamsburg,Entire home/apt,225,4,0,
321014,Manhattan,Gramercy,Entire home/apt,245,5,0,
321136,Manhattan,Washington Heights,Entire home/apt,115,3,31,
322037,Brooklyn,Williamsburg,Entire home/apt,325,2,0,
322604,Brooklyn,Williamsburg,Private room,95,2,79,
322974,Manhattan,West Village,Private room,120,2,0,
323706,Manhattan,Upper West Side,Entire home/apt,499,30,157,
324115,Brooklyn,Williamsburg,Private room,75,2,277,
324517,Manhattan,Upper East Side,Private room,109,1,353,
324800,Brooklyn,Williamsburg,Entire home/apt,160,3,0,
325429,Manhattan,Upper East Side,Entire home/apt,219,4,280,
326832,Manhattan,Upper East Side,Entire home/apt,159,2,7,
326956,Brooklyn,Clinton Hill,Private room,180,3,266,
327521,Manhattan,East Village,Entire home/apt,150,5,0,
327778,Manhattan,Kips Bay,Entire home/apt,106,3,271,
328040,Manhattan,Midtown,Entire home/apt,299,10,101,
328693,Manhattan,Upper West Side,Entire home/apt,179,3,205,
328744,Brooklyn,Crown Heights,Entire home/apt,165,3,343,
329064,Brooklyn,Flatbush,Entire home/apt,500,4,0,
329310,Manhattan,Chinatown,Entire home/apt,250,15,190,
329385,Manhattan,Inwood,Private room,87,7,310,
333189,Brooklyn,Williamsburg,Private room,79,4,52,
333323,Manhattan,Hell's Kitchen,Private room,75,2,312,
334607,Brooklyn,Williamsburg,Entire home/apt,200,30,0,
334781,Manhattan,Harlem,Private room,80,1,329,
335797,Brooklyn,East Flatbush,Entire home/apt,115,3,333,
335819,Brooklyn,East Flatbush,Entire home/apt,115,3,327,
335820,Brooklyn,East Flatbush,Entire home/apt,120,3,349,
336220,Manhattan,Harlem,Private room,125,3,217,
339456,Manhattan,Upper West Side,Entire home/apt,387,1,0,
341525,Manhattan,Hell's Kitchen,Private room,95,6,80,
341982,Manhattan,Upper West Side,Entire home/apt,99,2,0,
342027,Manhattan,Upper East Side,Entire home/apt,121,1,351,
342965,Manhattan,Hell's Kitchen,Entire home/apt,350,4,362,
342995,Manhattan,Harlem,Private room,75,2,144,
343276,Manhattan,Hell's Kitchen,Private room,95,5,43,
343971,Manhattan,Harlem,Private room,89,1,365,
344019,Manhattan,West Village,Private room,195,1,129,
344092,Brooklyn,Sunset Park,Entire home/apt,70,18,0,
346248,Manhattan,Greenwich Village,Private room,100,3,0,
346805,Manhattan,Lower East Side,Entire home/apt,140,1,0,
347865,Manhattan,East Village,Entire home/apt,189,3,355,
350168,Brooklyn,Park Slope,Entire home/apt,178,30,280,
350525,Brooklyn,Crown Heights,Entire home/apt,145,14,38,
351530,Brooklyn,Park Slope,Entire home/apt,125,5,31,
351859,Manhattan,Chelsea,Entire home/apt,265,4,324,
352651,Brooklyn,Prospect-Lefferts Gardens,Private room,77,5,365,
352864,Manhattan,Upper East Side,Private room,60,3,0,
353317,Manhattan,Chinatown,Entire home/apt,129,3,171,
354095,Manhattan,East Village,Entire home/apt,199,6,36,
355106,Brooklyn,Prospect-Lefferts Gardens,Private room,92,7,332,
356230,Brooklyn,Crown Heights,Entire home/apt,185,3,0,
357509,Manhattan,Midtown,Entire home/apt,110,7,192,
359982,Brooklyn,Williamsburg,Private room,65,4,139,
360400,Manhattan,Midtown,Private room,135,3,167,
361803,Manhattan,Upper East Side,Shared room,115,30,0,
363320,Manhattan,Harlem,Private room,175,2,10,
364275,Brooklyn,Williamsburg,Private room,72,3,110,
364785,Brooklyn,Park Slope,Private room,80,2,0,
367042,Brooklyn,Crown Heights,Entire home/apt,125,5,0,
367810,Brooklyn,Greenpoint,Private room,120,5,242,
369411,Brooklyn,Williamsburg,Private room,94,2,22,
369567,Brooklyn,Prospect Heights,Private room,56,3,0,
369671,Manhattan,East Village,Entire home/apt,549,30,200,
371138,Brooklyn,Greenpoint,Entire home/apt,190,2,0,
373618,Brooklyn,Williamsburg,Private room,129,3,87,
374548,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,5,202,
375249,Staten Island,Graniteville,Private room,20,3,226,
377217,Manhattan,Upper West Side,Entire home/apt,145,3,0,
378460,Manhattan,Hell's Kitchen,Entire home/apt,200,7,327,
380416,Brooklyn,Park Slope,Entire home/apt,125,4,262,
380730,Brooklyn,Sheepshead Bay,Entire home/apt,50,30,0,
382523,Manhattan,Harlem,Private room,160,3,359,
382524,Manhattan,Harlem,Private room,180,3,348,
385190,Manhattan,Inwood,Private room,100,1,0,
385657,Brooklyn,Williamsburg,Private room,70,5,0,
385824,Bronx,Spuyten Duyvil,Entire home/apt,120,2,318,
386555,Staten Island,Stapleton,Private room,110,2,363,
386744,Manhattan,Upper East Side,Private room,105,7,70,
386799,Manhattan,Midtown,Entire home/apt,250,3,0,
387324,Manhattan,Kips Bay,Private room,74,240,90,
387377,Manhattan,Harlem,Entire home/apt,165,2,15,
387666,Manhattan,Washington Heights,Private room,99,3,335,
387735,Manhattan,Gramercy,Entire home/apt,125,30,0,
389482,Queens,Briarwood,Private room,75,1,0,
391948,Queens,Ozone Park,Shared room,45,1,364,
391955,Brooklyn,Columbia St,Entire home/apt,159,2,34,
392948,Brooklyn,Williamsburg,Private room,45,15,242,
393016,Manhattan,Hell's Kitchen,Private room,104,2,147,
